,angle,lObjDetected,p1Detected,fObjDetected,p5Detected,rObjDetected,vlm_feedback,prev_action,action
567,2.821282818,0,1,0,1,1,none,0,0
568,0.353021256,1,0,0,1,1,none,0,0
569,2.674867703,1,0,1,0,1,both,1,0
570,0.0423898,1,1,1,1,1,right,0,2
571,-2.274365446,1,1,0,1,1,none,1,0
572,1.546347716,1,1,1,0,1,right,1,0
573,1.356516884,0,0,0,1,1,none,0,0
574,-3.041787468,0,1,1,0,0,left,0,1
575,0.656827743,1,0,1,0,0,left,1,1
576,-0.863304438,1,1,0,1,1,none,1,0
577,1.012883812,0,0,1,1,0,both,2,2
578,-2.441750778,1,1,0,0,0,none,1,0
579,2.989231173,0,0,0,1,1,none,0,0
580,0.059360954,0,1,0,1,0,none,2,0
581,-2.392743734,0,0,0,0,1,none,0,1
582,1.587169568,0,1,0,1,0,none,0,0
583,-2.212174751,1,1,0,1,1,none,1,0
584,0.964224868,1,0,1,0,0,right,0,2
585,-2.261361474,0,0,1,0,1,right,2,2
586,1.388895616,1,1,1,1,1,left,1,1
587,1.075964497,1,1,1,1,0,both,0,2
588,0.171962205,1,1,0,1,0,none,1,0
589,3.08882103,1,0,1,0,0,right,0,2
590,0.058963542,0,1,0,1,0,none,2,0
591,-1.247367731,0,1,0,0,1,none,1,0
592,0.343004021,1,0,1,0,1,right,2,2
593,-1.02946105,1,0,0,0,0,none,0,0
594,0.527920128,0,1,1,1,1,both,0,2
595,-2.825691292,0,1,0,1,0,none,1,0
596,2.02570518,0,0,1,0,1,left,1,1
597,-1.742485861,0,0,0,1,0,none,1,1
598,-2.082674394,1,0,1,1,1,both,0,1
599,0.432839907,1,0,1,1,1,right,1,0
600,-0.360751831,0,1,1,0,1,right,0,2
601,0.796423764,1,1,0,1,0,none,2,0
602,-0.022046273,1,1,1,0,0,right,2,2
603,-0.504929372,1,1,1,1,0,both,1,1
604,-1.079278456,0,1,1,0,0,both,0,1
605,0.957093313,0,1,1,0,0,right,2,2
606,1.718431842,1,0,0,0,1,none,1,0
607,-1.525705658,1,0,1,0,0,right,0,2
608,2.941982386,1,1,1,1,0,left,2,0
609,0.400761317,1,1,0,1,1,none,1,0
610,2.624628596,1,1,1,1,0,both,2,2
611,2.692700288,1,1,1,0,1,both,1,0
612,1.700424318,0,1,0,0,0,none,1,0
613,-2.824690849,1,1,0,0,1,none,1,0
614,0.285756241,1,0,0,0,1,none,2,0
615,-0.230809373,0,1,0,0,1,none,0,0
616,-1.919582447,1,0,0,0,1,none,0,0
617,-1.221298623,0,1,0,0,0,none,1,0
618,0.493249151,1,0,0,0,0,none,1,0
619,1.91724881,1,1,0,0,0,none,1,0
620,-0.222296635,0,0,0,0,1,none,0,0
621,-0.239856604,0,1,1,1,0,left,1,1
622,-2.996440428,1,1,1,1,0,left,2,0
623,-0.518903413,0,0,0,0,0,none,0,1
624,1.235639567,1,1,1,0,0,left,1,1
625,0.316338176,0,0,1,0,1,both,2,2
626,0.320711075,0,0,1,0,1,left,2,0
627,1.120995852,0,1,0,0,0,none,2,2
628,0.585461669,1,0,1,1,0,left,0,1
629,0.223551137,0,1,0,0,1,none,0,0
630,-1.645755457,0,0,1,0,0,left,1,1
631,0.516709726,0,1,0,1,0,none,0,0
632,-0.063273121,1,0,0,0,1,none,1,0
633,-0.042817107,0,0,0,1,1,none,2,0
634,-1.31632088,0,0,0,1,1,none,0,1
635,2.803004885,1,0,1,1,0,both,0,2
636,1.011938829,1,1,1,1,0,both,0,2
637,-1.674578937,1,0,1,0,0,right,2,2
638,-2.597176976,0,0,1,1,1,left,1,1
639,-0.038100103,0,0,1,1,0,both,1,1
640,-1.016608617,0,0,0,1,0,none,0,1
641,2.005539227,0,1,0,1,0,none,2,0
642,2.725729027,1,0,1,1,1,left,2,0
643,1.719862378,1,0,0,0,0,none,1,0
644,-1.946190729,1,0,1,0,0,right,1,0
645,2.309984079,0,1,0,0,1,none,2,0
646,-1.491799021,0,1,0,1,1,none,2,0
647,1.29362032,0,0,1,1,0,right,2,2
648,2.211234006,0,0,1,1,1,right,0,2
649,-1.464105414,0,1,0,1,1,none,2,0
650,-0.797143345,1,0,1,1,1,both,1,1
651,-1.633079545,0,1,1,0,0,right,0,2
652,-1.509850251,0,0,1,1,1,both,2,0
653,0.200328905,0,1,0,0,1,none,0,0
654,-0.654631459,1,0,0,0,0,none,2,0
655,-2.966759035,1,0,0,1,0,none,2,0
656,0.59278099,0,1,0,1,0,none,0,0
657,-0.408058937,0,0,1,0,1,both,0,1
658,2.095340519,0,0,0,1,1,none,0,0
659,2.06628255,1,0,0,0,0,none,2,2
660,2.80742642,1,1,0,0,1,none,2,0
661,-0.34820926,1,1,0,0,0,none,1,0
662,0.047630534,0,1,0,0,1,none,2,0
663,-2.428331537,0,0,1,0,1,left,0,1
664,-2.296765095,0,0,0,1,0,none,1,1
665,1.614152076,1,1,0,1,1,none,1,0
666,-0.649344034,0,0,1,0,0,right,2,2
667,1.563682447,0,1,1,1,1,both,0,2
668,-1.12516468,1,1,1,0,0,both,1,1
669,2.742863602,1,0,1,1,0,right,2,2
670,0.028152758,0,0,0,0,1,none,0,0
671,-1.158716557,0,0,1,1,1,both,0,1
672,0.72133959,0,1,1,0,1,both,2,2
673,-2.699927193,0,1,0,1,1,none,2,0
674,-3.036481845,0,1,0,0,0,none,2,0
675,2.960681809,1,0,1,0,1,right,1,0
676,-2.163211869,1,1,1,0,1,left,0,1
677,0.190156712,0,1,1,0,1,right,2,2
678,2.520402151,0,0,0,1,0,none,2,0
679,-0.378744067,0,0,1,0,0,right,0,2
680,0.47336646,1,0,1,1,1,both,0,2
681,-2.505097506,0,0,0,1,1,none,2,0
682,2.300105296,0,0,0,0,1,none,1,0
683,1.614570484,1,0,1,0,0,both,2,2
684,-1.526123727,1,1,1,1,0,left,1,1
685,-3.027655338,0,0,1,0,0,both,1,1
686,-2.36729329,0,1,1,0,0,both,1,1
687,0.413841321,1,0,0,0,0,none,1,0
688,-0.407900161,1,0,0,1,0,none,1,0
689,-1.625258777,0,1,1,0,1,left,0,1
690,0.839061271,1,1,0,0,0,none,2,2
691,-2.594686935,0,1,1,0,1,left,1,1
692,-3.051560221,1,0,0,0,0,none,0,0
693,1.140175165,0,1,1,1,0,both,1,0
694,0.742832773,0,1,1,0,0,both,0,2
695,-2.817848197,1,0,0,0,0,none,1,0
696,-1.945629117,0,0,1,1,0,left,1,1
697,2.634430755,1,1,0,1,1,none,2,0
698,2.449316863,1,0,0,0,0,none,0,2
699,2.202296359,0,0,0,1,0,none,2,0
700,1.943850098,1,0,1,0,0,right,1,0
701,-0.924057208,1,0,1,1,1,left,1,1
702,2.60289193,0,0,0,0,0,none,2,2
703,-2.278091714,0,1,1,0,1,left,2,0
704,-1.060449239,1,0,1,1,1,right,0,2
705,-1.520788677,1,0,0,0,1,none,1,0
706,0.250872372,1,0,1,0,0,left,1,1
707,-0.169407927,0,1,1,0,1,left,1,1
708,0.853241341,0,0,0,1,1,none,0,0
709,1.966133642,0,1,1,0,1,right,1,0
710,2.59365247,0,0,1,1,0,left,1,1
711,2.03786024,0,1,1,0,0,left,2,0
712,-2.361560145,1,1,0,0,1,none,1,0
713,-1.730747496,1,0,1,0,1,both,1,1
714,-2.386459654,0,1,0,1,1,none,1,0
715,-0.991570948,1,1,0,1,0,none,0,0
716,-2.306205734,0,1,1,0,0,both,2,0
717,3.105413086,1,1,0,1,0,none,1,0
718,-2.961694883,1,1,1,1,0,left,1,1
719,2.169371874,1,0,1,0,0,right,0,2
720,-2.093417867,0,0,1,0,1,left,1,1
721,2.949251748,0,0,0,0,0,none,1,0
722,1.599215303,0,0,0,0,1,none,2,0
723,-1.814127897,0,1,1,0,0,left,1,1
724,-0.250101677,0,1,0,1,1,none,2,0
725,-1.949031815,0,0,1,1,1,left,1,1
726,-1.072781562,1,1,1,0,1,right,0,2
727,2.566824244,0,1,1,0,1,both,1,0
728,-2.98779387,1,1,0,0,0,none,1,0
729,-0.054549053,0,1,0,1,1,none,1,0
730,0.456477598,0,1,0,1,0,none,2,0
731,2.704606486,1,1,1,1,0,right,0,2
732,1.324004911,0,1,0,1,1,none,1,0
733,1.223567646,1,0,0,0,0,none,0,2
734,-3.04416557,1,1,1,0,1,right,2,2
735,-0.308921898,0,1,1,1,1,left,0,1
736,1.633609451,1,1,0,0,1,none,0,0
737,1.226406407,0,0,0,1,0,none,1,0
738,-1.273430542,1,1,1,1,1,left,0,1
739,0.517405781,0,0,1,1,0,both,1,0
740,2.042639871,1,0,0,1,0,none,1,0
741,1.307044901,1,1,0,1,1,none,2,0
742,-2.976803151,0,1,1,1,1,left,2,0
743,1.797158395,1,1,0,1,0,none,0,0
744,0.008583644,0,1,1,0,0,both,0,2
745,2.114362638,1,1,0,1,1,none,1,0
746,1.170457127,1,0,0,0,0,none,1,0
747,1.160330812,0,1,1,0,1,left,2,0
748,-2.297651428,0,0,1,1,1,left,1,1
749,2.761031274,0,1,0,0,1,none,2,0
750,0.657210724,0,0,0,0,0,none,2,2
751,-2.442895378,1,1,0,1,1,none,1,0
752,-3.085212792,0,0,1,0,1,left,1,1
753,-1.775995554,1,0,0,0,0,none,0,0
754,0.856300573,0,1,1,0,0,left,2,0
755,-0.697008944,1,1,1,1,0,right,2,2
756,-0.660045368,1,1,0,0,1,none,0,0
757,0.498949264,1,0,1,0,1,both,2,2
758,0.903275551,0,1,1,0,0,left,0,1
759,-0.089510305,0,0,0,1,1,none,2,0
760,2.146573219,0,1,0,0,1,none,2,0
761,-2.978469471,1,0,0,1,0,none,0,0
762,-0.066015478,0,1,1,1,1,left,1,1
763,0.893698467,1,0,1,1,1,right,0,2
764,0.595097837,1,1,0,1,0,none,1,0
765,-1.456314265,0,1,0,1,0,none,0,0
766,-0.035432236,1,0,1,0,0,right,0,2
767,2.327924507,0,1,1,1,1,left,1,1
768,2.173694782,0,0,1,1,0,both,1,0
769,-2.340548262,0,0,1,0,0,both,1,1
770,-1.129366699,0,0,0,1,0,none,1,1
771,1.749782608,0,1,1,1,1,right,2,2
772,-1.500195752,0,1,0,1,0,none,2,0
773,1.715574867,0,0,1,1,0,left,2,0
774,2.357671912,1,1,1,0,0,right,0,2
775,2.085324818,0,0,0,1,1,none,1,0
776,-1.488201416,0,0,1,1,0,left,1,1
777,2.610892053,0,0,1,1,0,right,2,2
778,0.324764923,0,1,0,0,0,none,0,0
779,-1.074665932,0,0,0,0,0,none,2,0
780,0.212559176,1,0,0,1,0,none,2,0
781,0.818477443,1,1,1,0,1,right,1,0
782,2.763653388,0,1,0,0,0,none,0,2
783,1.884983016,1,0,0,0,1,none,0,0
784,2.567333425,1,1,1,1,0,right,0,2
785,-0.025923547,0,0,1,1,0,left,0,1
786,2.127844345,0,0,1,0,1,both,1,0
787,-1.378539146,0,1,1,0,1,both,0,1
788,0.988710705,1,0,1,0,0,right,2,2
789,-1.863074575,1,0,1,1,1,both,1,1
790,-2.259510074,0,1,1,0,1,both,1,1
791,-2.976269274,1,0,0,0,1,none,0,0
792,-2.968472872,0,0,1,1,0,left,0,1
793,1.604159604,0,0,1,1,1,left,1,1
794,-3.064272489,0,1,1,0,0,both,0,1
795,0.677529461,0,1,0,0,1,none,2,0
796,-2.734153813,0,1,0,0,0,none,2,0
797,0.344380907,1,0,0,0,1,none,2,0
798,2.907639589,0,0,0,1,1,none,1,0
799,0.200399197,1,0,1,0,1,right,1,0
800,0.190534668,1,1,0,0,0,none,1,0
801,-2.535530857,0,0,1,1,1,right,0,2
802,-2.811296593,1,1,0,1,0,none,0,0
803,-2.950019734,1,0,1,1,1,left,1,1
804,-1.549717653,0,0,1,1,1,right,2,2
805,-0.333260744,0,1,1,0,0,left,1,1
806,0.641229658,1,0,0,0,0,none,0,2
807,-1.427609844,0,1,1,1,1,both,1,1
808,-2.57921553,0,1,0,0,0,none,0,0
809,3.039314867,0,0,0,1,1,none,1,0
810,1.839360483,1,1,1,0,1,both,1,0
811,1.431269689,0,1,1,1,1,right,1,0
812,2.860683828,0,1,0,0,0,none,0,2
813,-1.103579895,0,1,0,1,1,none,0,0
814,-3.120019247,1,1,1,1,0,right,2,2
815,-1.418283501,1,0,1,1,1,left,0,1
816,-1.727236423,1,0,1,1,1,both,1,1
817,-1.756374224,1,0,1,0,1,left,0,1
818,-2.68797144,0,1,1,1,1,right,2,2
819,-1.136069662,0,0,0,0,1,none,1,1
820,-0.541131768,1,0,0,0,1,none,0,0
821,2.76173141,1,1,1,0,1,right,2,2
822,-2.044666651,0,1,1,0,0,both,0,1
823,-0.672339226,0,1,0,1,0,none,0,0
824,1.450809101,0,0,0,1,0,none,1,0
825,-0.321231124,0,1,0,1,0,none,1,0
826,-1.165504114,0,1,0,0,0,none,0,0
827,0.604154724,1,0,1,0,1,right,1,0
828,-0.845301967,0,1,0,0,1,none,0,0
829,0.664691515,0,0,0,1,1,none,0,0
830,2.013407937,0,1,0,0,0,none,2,2
831,0.720663235,0,1,0,0,0,none,2,2
832,1.200131599,0,1,0,0,0,none,1,0
833,-2.724443129,1,0,1,0,0,both,0,1
834,2.847295009,1,1,1,1,1,right,1,0
835,-3.138453215,1,1,1,0,1,right,2,2
836,-1.891022074,0,1,1,0,0,both,1,1
837,-2.85519957,0,1,0,1,0,none,1,0
838,2.369926478,0,0,0,1,0,none,2,0
839,2.751541122,0,0,1,0,1,left,2,0
840,-0.643980487,1,0,1,0,0,left,0,1
841,3.130737316,1,1,1,0,1,both,0,2
842,-2.565456603,0,0,1,0,1,left,0,1
843,-2.702501065,0,0,0,0,1,none,2,0
844,0.182646231,0,0,0,1,0,none,0,0
845,-2.775658558,0,0,0,0,1,none,2,0
846,1.964579426,1,0,0,1,0,none,0,0
847,-2.162788085,0,0,1,0,1,both,0,1
848,2.129475559,1,1,0,0,1,none,1,0
849,2.90057831,1,0,0,1,1,none,0,0
850,1.391111692,1,0,1,0,1,both,1,0
851,0.652484023,1,0,1,0,1,right,1,0
852,2.294543847,1,1,1,1,0,left,2,0
853,0.99991218,0,0,0,0,0,none,2,2
854,2.56055616,0,0,1,1,1,both,1,0
855,0.040088673,1,1,1,1,0,right,1,0
856,1.391346648,1,1,0,1,1,none,1,0
857,-1.396192013,0,1,1,0,0,left,2,0
858,2.639607734,1,1,0,0,1,none,0,0
859,-0.531030556,0,0,0,1,0,none,0,1
860,1.536629733,1,1,0,0,0,none,0,2
861,2.879560448,1,0,0,1,0,none,2,0
862,-1.119384413,1,0,0,1,0,none,2,0
863,0.207521442,1,1,1,1,0,left,2,0
864,-2.464416929,0,1,1,0,1,right,1,0
865,-1.152946097,0,0,0,0,0,none,0,1
866,-2.267223895,1,1,0,1,0,none,1,0
867,-1.927423129,1,1,1,0,0,both,0,1
868,0.646520072,0,1,0,1,1,none,1,0
869,-1.341009789,1,1,1,1,1,both,0,1
870,0.826805068,0,0,1,0,0,right,1,0
871,2.627541193,1,1,1,1,0,left,0,1
872,-2.919457446,1,1,1,0,1,left,1,1
873,2.984112631,1,1,0,1,0,none,0,0
874,2.680261663,0,0,0,1,0,none,0,0
875,0.593988152,1,1,1,0,0,both,1,0
876,2.017121345,1,1,0,0,1,none,0,0
877,1.747083551,0,0,1,0,0,right,2,2
878,-1.714122061,0,0,0,1,1,none,0,1
879,-1.678248196,1,0,1,0,1,left,1,1
880,-1.387173006,1,0,0,0,1,none,1,0
881,-2.92036911,1,0,1,0,0,right,0,2
882,-1.760869858,1,1,1,0,1,left,1,1
883,-0.880124559,1,0,1,1,0,right,0,2
884,-1.973195108,1,0,0,1,1,none,0,0
885,-1.602065212,0,1,0,1,0,none,1,0
886,-1.194670218,0,0,1,1,1,right,2,2
887,1.488876038,0,0,0,0,0,none,2,2
888,2.208679408,1,0,0,0,0,none,1,0
889,1.18338346,1,1,1,1,1,right,0,2
890,-1.285009739,0,1,0,0,1,none,1,0
891,-2.095244983,1,0,0,1,0,none,1,0
892,-1.965875177,0,0,1,1,1,both,1,1
893,-0.364495301,1,1,1,0,0,both,0,1
894,0.25126745,1,0,1,0,1,left,0,1
895,-1.106541763,1,1,0,0,0,none,1,0
896,0.540223476,1,1,0,0,0,none,2,2
897,-2.572531197,0,1,1,0,1,both,1,1
898,1.908715511,0,1,1,0,1,right,1,0
899,-1.012145565,0,1,0,0,0,none,2,0
900,0.887745433,0,0,0,0,0,none,2,2
901,-1.717385788,1,0,0,0,0,none,0,0
902,-0.391288931,0,1,1,1,1,both,0,1
903,2.649654762,1,0,1,0,1,left,0,1
904,-2.092074296,1,0,1,0,1,left,2,0
905,1.419692367,1,0,1,0,0,right,0,2
906,2.712199514,1,0,0,1,0,none,2,0
907,-1.290996761,1,0,1,0,0,right,2,2
908,-1.440400695,0,1,1,0,0,right,0,2
909,-2.274320275,1,1,1,0,1,both,2,0
910,3.124301278,0,0,1,0,1,both,2,2
911,0.037858923,1,0,0,1,1,none,2,0
912,-1.203573158,1,0,0,0,1,none,0,0
913,0.076181504,1,1,0,1,1,none,2,0
914,-0.73133625,0,0,0,0,1,none,0,1
915,-0.147670145,0,0,0,0,0,none,2,0
916,0.654304521,0,0,0,1,1,none,1,0
917,1.213373206,0,1,1,1,0,both,1,0
918,0.562742697,1,1,1,0,0,left,2,0
919,1.879395837,1,0,1,0,0,left,2,0
920,-2.185906982,1,1,0,1,1,none,0,0
921,-0.553820049,1,1,0,1,0,none,0,0
922,-2.450883552,1,1,1,0,0,left,0,1
923,-2.956805833,1,0,0,1,0,none,1,0
924,2.389019199,0,1,0,1,1,none,2,0
925,-2.240952295,1,1,0,1,1,none,2,0
926,-0.433239376,1,1,1,1,1,right,1,0
927,1.849947645,0,0,0,0,1,none,0,0
928,-1.0531902,1,1,1,1,0,right,2,2
929,0.794122562,0,0,0,0,1,none,0,0
930,-2.982201853,1,1,0,0,1,none,0,0
931,1.317023324,1,0,0,1,1,none,1,0
932,0.909683656,1,1,1,1,0,right,1,0
933,2.528041452,1,0,0,0,1,none,2,0
934,-0.420308691,0,0,0,1,1,none,2,0
935,-0.833401532,0,1,0,1,0,none,2,0
936,-1.578323549,1,1,1,1,0,both,0,1
937,-0.337510047,0,1,0,0,0,none,2,0
938,-1.216710231,1,1,1,1,0,right,0,2
939,0.626055063,0,1,1,0,0,right,2,2
940,1.691437115,1,1,0,0,0,none,2,2
941,-2.629022873,1,1,0,1,0,none,0,0
942,2.393551299,0,1,0,1,0,none,0,0
943,0.077336726,0,1,1,0,1,right,0,2
944,1.067808362,1,1,0,1,1,none,1,0
945,-1.551152942,1,0,1,1,0,both,2,0
946,0.152100485,1,0,0,0,0,none,2,0
947,-1.116267069,1,0,0,0,1,none,1,0
948,-0.857360759,0,0,1,1,1,both,2,0
949,1.302871928,0,1,0,1,1,none,2,0
950,0.518705201,1,1,0,0,0,none,0,2
951,0.823538466,0,0,0,0,0,none,1,0
952,-3.059811539,0,0,0,0,1,none,2,0
953,0.422289332,1,0,0,1,1,none,2,0
954,1.758955972,1,0,1,0,1,left,1,1
955,-2.076217154,1,1,1,0,1,left,0,1
956,2.2726039,1,1,0,1,1,none,0,0
957,0.65907403,1,0,1,0,1,left,1,1
958,1.702292,0,1,1,1,1,left,1,1
959,-0.699696134,1,1,1,1,1,left,2,0
960,-0.953900954,0,1,0,0,1,none,1,0
961,-0.69724572,1,0,1,1,0,both,1,1
962,-1.154616129,0,0,0,1,0,none,1,1
963,-2.226362719,1,1,1,1,1,both,0,1
964,0.513646941,0,0,0,1,1,none,1,0
965,-2.705403728,0,0,1,1,1,both,2,0
966,-1.36672521,1,0,1,0,0,right,0,2
967,0.736648648,0,1,0,1,0,none,0,0
968,2.701846141,1,1,0,0,0,none,1,0
969,-2.047847675,1,1,1,0,0,both,2,0
970,0.322334769,0,0,0,0,0,none,0,0
971,-1.821618025,0,0,1,0,0,both,1,1
972,-1.381634028,0,1,1,1,0,both,0,1
973,-3.060861757,1,0,0,0,0,none,1,0
974,0.080720292,0,0,0,1,0,none,0,0
975,1.864161945,0,1,0,0,0,none,1,0
976,0.465165942,0,1,1,1,0,both,1,0
977,1.833634909,0,1,1,1,1,left,2,0
978,-1.750123162,1,1,0,0,1,none,0,0
979,0.691604852,0,0,0,1,1,none,2,0
980,1.386269199,0,0,1,0,1,left,1,1
981,0.417394973,0,1,0,0,1,none,1,0
982,-2.927560907,1,0,0,0,0,none,1,0
983,3.123928654,0,0,1,1,1,left,0,1
984,1.989916799,1,0,0,0,1,none,0,0
985,-1.839795967,1,0,0,1,1,none,0,0
986,2.029330398,1,0,1,0,0,both,0,2
987,-1.989034729,0,1,0,1,0,none,1,0
988,1.067294297,0,0,0,0,0,none,1,0
989,0.58248874,1,1,1,1,0,both,2,2
990,1.189349513,0,0,1,1,1,left,2,0
991,2.90304425,0,0,1,1,0,both,0,2
992,-2.223075577,0,0,0,0,0,none,0,1
993,2.29647363,0,0,0,0,1,none,1,0
994,2.588134307,0,0,1,1,0,both,2,2
995,2.644791429,0,1,0,0,1,none,0,0
996,-2.213620444,0,1,1,0,1,both,2,0
997,-1.242481279,0,0,1,1,1,both,0,1
998,2.688790391,1,0,0,0,1,none,2,0
999,0.000636693,0,1,1,0,0,left,2,0
1000,3.045478063,0,0,0,1,1,none,0,0
1001,-1.050010926,0,1,1,0,1,left,2,0
1002,-2.946306252,1,0,0,1,0,none,1,0
1003,-1.901295842,0,1,1,1,1,both,1,1
1004,-1.972670587,1,0,1,1,0,both,2,0
1005,-0.672228292,1,0,1,1,1,both,0,1
1006,1.588952809,0,1,1,0,1,right,2,2
1007,0.352832881,0,0,1,0,1,left,2,0
1008,-2.172198088,0,1,1,1,1,both,1,1
1009,0.546104605,1,1,1,1,1,left,0,1
1010,-1.187371817,1,0,1,1,1,right,1,0
1011,2.403740204,0,0,1,0,1,left,2,0
1012,-1.659875458,0,1,0,1,0,none,1,0
1013,0.728393083,0,0,1,1,0,right,0,2
1014,-1.364724943,0,0,0,0,0,none,1,1
1015,-0.556535737,1,0,1,0,1,left,1,1
1016,2.310821486,1,1,0,1,1,none,2,0
1017,-1.380830824,0,0,1,0,0,both,0,1
1018,2.1583296,1,1,0,0,1,none,2,0
1019,1.903008532,1,0,0,1,0,none,0,0
1020,-0.953417323,1,0,1,0,1,right,2,2
1021,-1.235865268,0,0,1,0,1,right,2,2
1022,-2.834157643,0,0,1,0,1,left,2,0
1023,-0.421251456,0,1,1,0,0,left,1,1
1024,2.169906262,0,1,1,0,0,left,0,1
1025,0.584157279,1,1,1,1,0,both,2,2
1026,-3.052398452,1,1,1,0,0,right,2,2
1027,0.251888856,0,0,1,0,0,right,2,2
1028,2.577928229,1,1,1,1,1,left,1,1
1029,-1.88000937,0,1,1,0,1,right,1,0
1030,-2.683996498,1,1,0,0,1,none,2,0
1031,-0.881314672,1,1,0,1,0,none,2,0
1032,1.597153355,1,1,1,0,0,left,1,1
1033,1.897471978,0,1,0,0,0,none,2,2
1034,1.5017821,1,0,0,1,1,none,0,0
1035,3.098143466,1,0,1,0,0,both,0,2
1036,2.864790771,0,0,1,0,0,left,0,1
1037,-0.017575401,0,0,1,0,0,right,1,0
1038,0.176092742,0,0,0,1,1,none,2,0
1039,-2.017045818,0,1,0,0,0,none,2,0
1040,-2.584211037,0,0,1,1,1,left,2,0
1041,-1.782566535,1,0,0,1,0,none,0,0
1042,2.580712984,1,1,0,0,1,none,0,0
1043,2.872834644,0,0,0,1,0,none,0,0
1044,-0.912280531,1,0,1,1,0,right,0,2
1045,2.477394222,1,0,0,1,0,none,1,0
1046,-2.858993666,1,0,0,0,0,none,1,0
1047,-3.050822331,1,0,1,1,1,left,0,1
1048,-1.935045561,1,0,0,0,0,none,2,0
1049,-0.353796601,0,0,0,0,0,none,0,0
1050,2.48790146,1,0,1,1,0,right,2,2
1051,-2.395482828,1,1,0,1,0,none,0,0
1052,0.336302355,0,1,0,1,1,none,1,0
1053,-0.615138615,0,0,0,1,0,none,1,1
1054,-2.695802371,1,1,0,0,1,none,1,0
1055,0.025551582,1,0,1,0,0,left,2,0
1056,1.512624335,0,1,1,1,0,right,1,0
1057,3.051850287,0,1,1,1,0,right,0,2
1058,-0.215348507,1,1,1,1,0,right,0,2
1059,2.57350422,0,0,0,1,1,none,1,0
1060,0.679274463,1,0,1,0,1,both,2,2
1061,-0.957906151,1,1,1,1,1,both,0,1
1062,-1.533983686,0,0,1,0,1,left,1,1
1063,-2.516376542,0,0,0,0,0,none,1,1
1064,0.688434649,0,0,1,1,1,both,0,2
1065,-0.607318443,1,1,1,1,0,both,2,0
1066,0.486688731,0,1,0,1,0,none,0,0
1067,-1.078691646,1,0,1,0,0,both,2,0
1068,-0.643976779,0,1,1,0,0,right,2,2
1069,0.287043968,1,1,0,1,1,none,0,0
1070,0.98320439,0,0,1,0,0,right,0,2
1071,-3.092997001,1,1,0,0,1,none,1,0
1072,1.068888237,0,0,1,1,1,right,1,0
1073,-1.763999523,0,0,1,1,1,left,2,0
1074,-2.835161672,0,1,0,0,0,none,0,0
1075,0.610475857,1,0,0,0,1,none,1,0
1076,1.647574153,0,0,1,0,0,left,0,1
1077,-0.823856133,0,1,0,1,1,none,0,0
1078,1.660113385,0,0,0,0,1,none,1,0
1079,0.486468229,1,1,1,1,0,both,1,0
1080,2.541089358,0,0,0,1,0,none,2,0
1081,0.168696995,0,1,1,1,1,left,1,1
1082,-1.511652587,0,1,0,0,0,none,1,0
1083,1.858545763,0,0,1,0,1,right,0,2
1084,2.401432084,1,1,0,1,0,none,2,0
1085,-0.386875534,1,1,1,1,0,left,1,1
1086,-1.016500129,1,1,1,0,1,right,0,2
1087,1.700882094,0,0,1,1,1,right,2,2
1088,3.015666591,0,0,0,0,1,none,2,0
1089,-1.376980297,0,0,0,1,1,none,0,1
1090,-0.771285184,1,1,0,1,1,none,0,0
1091,2.869184886,0,0,1,1,0,right,0,2
1092,-1.933660788,0,1,1,0,1,right,0,2
1093,-2.93622358,1,1,1,0,0,right,1,0
1094,-1.312473454,1,1,0,0,0,none,0,0
1095,-0.889234623,0,0,1,0,0,right,2,2
1096,1.9013748,1,0,1,1,1,right,2,2
1097,-3.063317867,1,1,0,0,1,none,2,0
1098,2.714657118,0,0,0,0,0,none,2,2
1099,-3.13921095,0,0,0,0,1,none,1,1
1100,-2.585046207,1,0,0,1,1,none,1,0
1101,0.110501369,1,1,1,1,1,right,2,2
1102,1.320872971,0,0,1,0,0,left,0,1
1103,-1.190846137,0,1,0,0,0,none,2,0
1104,0.172302916,1,0,1,0,1,right,2,2
1105,3.082204686,0,0,1,0,1,right,1,0
1106,0.759175085,1,0,1,1,0,both,0,2
1107,-1.078873581,0,1,0,1,1,none,1,0
1108,-0.413995508,0,0,1,0,1,right,2,2
1109,-0.593954593,0,1,0,1,1,none,1,0
1110,-1.323898987,1,1,1,1,1,left,1,1
1111,1.590477394,0,0,1,1,1,right,0,2
1112,-1.146326524,1,0,0,1,1,none,2,0
1113,1.575952563,1,1,1,1,0,right,2,2
1114,-1.518589891,1,0,0,1,0,none,0,0
1115,-1.027102034,0,1,0,0,1,none,1,0
1116,0.357947647,1,1,1,1,0,right,2,2
1117,1.434551074,1,0,1,0,0,left,2,0
1118,-0.534148444,1,1,0,0,0,none,0,0
1119,0.508504311,0,1,0,0,1,none,0,0
1120,-0.159471092,1,0,0,0,0,none,2,0
1121,-1.601005024,1,1,0,0,0,none,2,0
1122,-2.630918711,1,0,1,0,1,both,2,0
1123,-0.381410917,0,0,0,1,0,none,1,0
1124,0.654296042,1,1,1,0,0,both,1,0
1125,-2.34770783,1,1,0,1,1,none,0,0
1126,-2.216044426,1,1,1,1,0,left,2,0
1127,1.701120599,0,1,1,1,0,right,1,0
1128,1.965058209,0,0,1,0,0,left,0,1
1129,1.367077374,1,1,0,1,1,none,1,0
1130,-0.993522314,1,0,1,0,1,left,2,0
